year;country;commodity_group;main_commercial_species;preservation;presentation;value(EUR);volume(kg);price
2011;Lithuania;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        40691,63;        13820,00;            2,94
2011;Lithuania;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       586981,70;        95210,00;            6,17
2011;Latvia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        53000,00;        12000,00;            4,42
2011;Poland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;       738056,08;       201270,00;            3,67
2011;Poland;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;      3901580,37;       343590,00;           11,36
2011;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      2411000,00;       863000,00;            2,79
2011;Romania;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       233000,00;       104640,00;            2,23
2015;Romania;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       344396,00;        83660,00;            4,12
2015;Romania;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;        50618,39;        34820,00;            1,45
2015;Sweden;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;        26278,93;         1000,00;           26,28
2015;Sweden;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       994547,51;      1525000,00;            0,65
2015;United Kingdom;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;        85928,03;        11340,00;            7,58
2003;Italy;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2003;Italy;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;    114000000,00;     38000000,00;            3,00
2015;United Kingdom;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;    880897028,20;    172146260,00;            5,12
2003;Austria;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        26000,00;         8000,00;            3,25
2003;Austria;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        13000,00;         4000,00;            3,25
2016;Austria;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;       192200,00;        11400,00;           16,86
2016;Bulgaria;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1964670,00;       560300,00;            3,51
2016;Bulgaria;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      4110540,00;       749480,00;            5,48
2006;United Kingdom;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Croatia;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;       140000,00;        37000,00;            3,78
2000;Hungary;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       712000,00;       154000,00;            4,62
2003;Slovenia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;         9000,00;         4000,00;            2,25
2016;Bulgaria;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        47500,00;        23200,00;            2,05
2003;Slovenia;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;         2000,00;         1000,00;            2,00
2003;Slovenia;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2011;Sweden;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     34249000,00;     10752000,00;            3,19
2011;United Kingdom;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;        79000,00;        13000,00;            6,08
2011;United Kingdom;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      2541000,00;       490000,00;            5,19
2006;Slovakia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;         4000,00;         1000,00;            4,00
2011;United Kingdom;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;       686000,00;       186000,00;            3,69
2012;Austria;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;       207172,42;       167000,00;            1,24
2012;Austria;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       115625,80;         6570,00;           17,60
2012;Bulgaria;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       331000,00;       102000,00;            3,25
2002;Denmark;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      1169000,00;       316000,00;            3,70
2002;Denmark;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Denmark;Flatfish;Flounder, European;PS5 Unspecified;PR4 Unspecified;         7000,00;         2000,00;            3,50
2002;Denmark;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Denmark;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Bulgaria;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      4074000,00;      1541000,00;            2,64
2002;Cyprus;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      2750000,00;       422000,00;            6,52
2012;Cyprus;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;        70000,00;         7000,00;           10,00
2012;Czech Republic;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;       476000,00;       106000,00;            4,49
2002;Cyprus;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Belgium;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Czech Republic;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       118000,00;        42000,00;            2,81
2002;Czech Republic;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2142000,00;       743000,00;            2,88
2002;Germany;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Greece;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;       226000,00;        28000,00;            8,07
2002;Greece;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      6292000,00;      2271000,00;            2,77
2002;Spain;Small pelagics;Mackerel;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Spain;Cephalopods;Octopus;PS5 Unspecified;PR4 Unspecified;        83000,00;        14000,00;            5,93
2002;Croatia;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Croatia;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;        87000,00;        40000,00;            2,18
2002;Hungary;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        94000,00;        19000,00;            4,95
2002;Ireland;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Ireland;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;     77624000,00;     23231000,00;            3,34
2002;Ireland;Bivalves and other molluscs and aquatic invertebrates;Sea urchin;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Italy;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;      4441000,00;       323000,00;           13,75
2002;France;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;      1197000,00;       165000,00;            7,25
2002;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;    256696000,00;    115284000,00;            2,23
2002;France;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;      7965000,00;      1361000,00;            5,85
2006;Malta;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;      5527000,00;        29000,00;          190,59
2006;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     49143000,00;     31300000,00;            1,57
2006;Poland;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     31209000,00;     15575000,00;            2,00
2002;France;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2016;Greece;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;     13674330,00;      2856000,00;            4,79
2016;Greece;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;    240519600,00;     49265300,00;            4,88
2001;Sweden;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     12790000,00;      4457000,00;            2,87
2002;Lithuania;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        30000,00;        39000,00;            0,77
2002;Lithuania;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      2422000,00;      1679000,00;            1,44
2006;Portugal;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      8316000,00;      1584000,00;            5,25
2006;Portugal;Cephalopods;Cuttlefish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Lithuania;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        18000,00;         9000,00;            2,00
2002;Lithuania;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Austria;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     10576000,00;      2173000,00;            4,87
2016;Spain;Bivalves and other molluscs and aquatic invertebrates;Abalone;PS5 Unspecified;PR4 Unspecified;         7000,00;          140,00;           50,00
2016;Spain;Miscellaneous aquatic products;Seaweed and other algae;PS5 Unspecified;PR4 Unspecified;       139234,60;          290,00;          480,12
2000;Spain;Cephalopods;Octopus;PS5 Unspecified;PR4 Unspecified;       121000,00;        28000,00;            4,32
2000;Estonia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Estonia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       501000,00;       178000,00;            2,81
2000;Greece;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2012;Denmark;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;       901000,00;       243000,00;            3,71
2012;Denmark;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       368915,19;       537000,00;            0,69
2012;Denmark;Miscellaneous aquatic products;Seaweed and other algae;PS5 Unspecified;PR4 Unspecified;            0,00;         3000,00;
2000;Greece;Miscellaneous aquatic products;Other products;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Greece;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      5988000,00;      2280000,00;            2,63
2000;Spain;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;     15912000,00;      1837000,00;            8,66
2000;Finland;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;France;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      1102000,00;       241000,00;            4,57
2012;Spain;Crustaceans;Shrimp, miscellaneous;PS5 Unspecified;PR4 Unspecified;       345000,00;       131000,00;            2,63
2000;France;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     82041000,00;     43564000,00;            1,88
2012;Spain;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;         2000,00;            0,00;
2012;Spain;Bivalves and other molluscs and aquatic invertebrates;Scallop;PS5 Unspecified;PR4 Unspecified;         9000,00;         1000,00;            9,00
2005;United Kingdom;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Austria;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;       194000,00;        29000,00;            6,69
2006;Austria;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        34000,00;         8000,00;            4,25
2001;Slovenia;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;         2000,00;         1000,00;            2,00
2001;Slovenia;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;         3000,00;         1000,00;            3,00
2006;Belgium;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Portugal;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;      8635000,00;      1623000,00;            5,32
2006;Bulgaria;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        11000,00;         7000,00;            1,57
2006;Romania;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1061000,00;      1343000,00;            0,79
2006;Sweden;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Denmark;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Denmark;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Denmark;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       406000,00;       411000,00;            0,99
2006;Denmark;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Denmark;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;        19000,00;         7000,00;            2,71
2006;Greece;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;      1589000,00;       133000,00;           11,95
2006;Cyprus;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Germany;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       876000,00;       147000,00;            5,96
2006;France;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;     13445000,00;        14000,00;          960,36
2006;France;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;France;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;    107930000,00;     67500000,00;            1,60
2016;France;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      4662000,00;      4200000,00;            1,11
2016;Croatia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        51590,00;         9190,00;            5,61
2006;Spain;Groundfish;Other groundfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2001;Lithuania;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        35000,00;         8000,00;            4,38
2001;Malta;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2001;Malta;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2016;Hungary;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      6747095,48;      3217031,00;            2,10
2016;Hungary;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       298373,65;        66901,00;            4,46
2016;Ireland;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     12278000,00;     16156000,00;            0,76
2016;Ireland;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;    104483000,00;     16300000,00;            6,41
2016;Italy;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;       159014,86;         8400,00;           18,93
2016;Italy;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     48593365,31;     57805890,00;            0,84
